repo,issue_number,issue_url,created_at,comments_count,unique_participants,labels,label_primary,time_tercile,thread_bucket,rationale,title,Associated Components,Codes Primary,Agreement_ Associated component (ANAlysts A nad B),Agreement code Primary (Analysts A & B),Unnamed: 16,ACC Associated Components,ACC Codes Primary,Usability_Non-Usability Type- Analyst B (1- usability; 0-non-usability),Usability_Non-Usability Type- Analyst A,Agreement,Usability_agreed,Usability Theme,sample_id,Usability_Non-Usability Type- Analyst A source,Validation usability label,Validation usability label source
sigstore/cosign,2068,https://github.com/sigstore/cosign/issues/2068,2022-07-13 17:54:12+00:00,3,3,bug,bug,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,Digest mismatch when fetching module version v1.9.0,,,,,,,,,Non-usability,,,,135,human_issue_file,Non-usability,human_issue_file
sigstore/cosign,2097,https://github.com/sigstore/cosign/issues/2097,2022-07-23 19:57:58+00:00,6,3,"enhancement, good first issue",enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,sign-blob attemps to read the whole file into memory,,,,,,,,,Usability,,,,136,human_issue_file,Usability,human_issue_file
sigstore/cosign,2382,https://github.com/sigstore/cosign/issues/2382,2022-10-25 19:47:05+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Require embedded SCT on verification by default,,,,,,,,,Usability,,,,137,human_issue_file,Usability,human_issue_file
sigstore/cosign,2419,https://github.com/sigstore/cosign/issues/2419,2022-11-07 18:52:24+00:00,3,2,enhancement,enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Remove non-GA APIs from experimental sign-blob verification flow,,,,,,,,,Usability,,,,138,human_issue_file,Usability,human_issue_file
sigstore/cosign,2462,https://github.com/sigstore/cosign/issues/2462,2022-11-16 00:41:32+00:00,5,3,enhancement,enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,verify* subcommands should share signature verification flag parsing,,,,,,,,,Usability,,,,139,human_issue_file,Usability,human_issue_file
sigstore/cosign,2516,https://github.com/sigstore/cosign/issues/2516,2022-12-06 21:42:15+00:00,3,3,bug,bug,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,"Encourage signing OCI artifacts that *you* produced, not that the registry gives you",,,,,,,,,Usability,,,,140,human_issue_file,Usability,human_issue_file
sigstore/cosign,2518,https://github.com/sigstore/cosign/issues/2518,2022-12-06 23:52:21+00:00,3,2,bug,bug,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,Cosign versioning policy: make one and enforce it,,,,,,,,,Usability,,,,141,human_issue_file,Usability,human_issue_file
sigstore/cosign,2568,https://github.com/sigstore/cosign/issues/2568,2022-12-21 19:45:44+00:00,10,6,enhancement,enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,FR: BYO PKI Revocation: CA-issued cert,,,,,,,,,Usability,,,,142,human_issue_file,Usability,human_issue_file
sigstore/cosign,2593,https://github.com/sigstore/cosign/issues/2593,2023-01-04 19:42:42+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,feat: Cleanup KeyOpts for irrelevant options.,,,,,,,,,Usability,,,,143,human_issue_file,Usability,human_issue_file
sigstore/cosign,2832,https://github.com/sigstore/cosign/issues/2832,2023-03-23 17:01:38+00:00,1,1,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add quiet flag to cosign cli,,,,,,,,,Usability,,,,144,human_issue_file,Usability,human_issue_file
sigstore/cosign,2858,https://github.com/sigstore/cosign/issues/2858,2023-04-03 14:34:15+00:00,7,5,question,question,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'question' present,How to reproduce v1.13 behaviour with v2 in a BYO PKI scenario,,,,,,,,,Usability,,,,145,human_issue_file,Usability,human_issue_file
sigstore/cosign,3025,https://github.com/sigstore/cosign/issues/3025,2023-06-01 11:38:57+00:00,1,1,"bug, duplicate",bug,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Issue creating a Key in AKV using Cosign tool ,,,,,,,,,Usability,,,,146,human_issue_file,Usability,human_issue_file
sigstore/cosign,3235,https://github.com/sigstore/cosign/issues/3235,2023-09-11 21:12:55+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,How to verify custom attestations,,,,,,,,,Usability,,,,147,human_issue_file,Usability,human_issue_file
sigstore/cosign,3260,https://github.com/sigstore/cosign/issues/3260,2023-09-25 20:03:01+00:00,3,2,enhancement,enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Improve `dockerfile verify`,,,,,,,,,Usability,,,,148,human_issue_file,Usability,human_issue_file
sigstore/cosign,3330,https://github.com/sigstore/cosign/issues/3330,2023-10-30 16:05:21+00:00,4,3,enhancement,enhancement,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,No artifact sig files for package manager files?,,,,,,,,,Usability,,,,149,human_issue_file,Usability,human_issue_file
sigstore/cosign,3340,https://github.com/sigstore/cosign/issues/3340,2023-11-06 10:59:50+00:00,1,1,question,question,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'question' present,Cosign keyless image signing with Azure,,,,,,,,,Usability,,,,150,human_issue_file,Usability,human_issue_file
sigstore/cosign,3343,https://github.com/sigstore/cosign/issues/3343,2023-11-06 19:57:08+00:00,3,1,"enhancement, good first issue",enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add end-to-end testing for PKCS11 token signing,,,,,,,,,Usability,,,,151,human_issue_file,Usability,human_issue_file
sigstore/cosign,3368,https://github.com/sigstore/cosign/issues/3368,2023-11-16 12:22:16+00:00,4,2,question,question,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'question' present,Is it possible to skip TUF?,,,,,,,,,Usability,,,,152,human_issue_file,Usability,human_issue_file
sigstore/cosign,3465,https://github.com/sigstore/cosign/issues/3465,2024-01-02 23:35:32+00:00,4,2,question,question,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'question' present,How to use OtherName SAN attribute,,,,,,,,,Usability,,,,153,human_issue_file,Usability,human_issue_file
sigstore/cosign,3671,https://github.com/sigstore/cosign/issues/3671,2024-04-21 10:48:54+00:00,2,2,bug,bug,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,cosign verify with certificates requires the --certificate-identity and --certificate-oidc-issuer flags,,,,,,,,,Usability,,,,154,human_issue_file,Usability,human_issue_file
sigstore/cosign,3976,https://github.com/sigstore/cosign/issues/3976,2024-12-17 06:54:57+00:00,0,0,bug,bug,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Intermediate cert and root CA must come via same source for verify to succeed,,,,,,,,,Usability,,,,155,human_issue_file,Usability,human_issue_file
sigstore/cosign,4012,https://github.com/sigstore/cosign/issues/4012,2025-01-14 09:49:42+00:00,1,1,question,question,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'question' present,Kanidm as provider?,,,,,,,,,Usability,,,,156,human_issue_file,Usability,human_issue_file
sigstore/cosign,4076,https://github.com/sigstore/cosign/issues/4076,2025-02-21 15:16:37+00:00,0,0,bug,bug,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Wrong mediatype on attestation replace,,,,,,,,,Non-usability,,,,157,human_issue_file,Non-usability,human_issue_file
sigstore/cosign,4098,https://github.com/sigstore/cosign/issues/4098,2025-03-04 12:43:56+00:00,4,2,bug,bug,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,cosign doesn't correctly respect individual TSA certificate chains,,,,,,,,,Usability,,,,158,human_issue_file,Usability,human_issue_file
sigstore/cosign,4204,https://github.com/sigstore/cosign/issues/4204,2025-05-14 21:41:14+00:00,1,1,enhancement,enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,cosign tree support for OCI 1.1 Referrers,,,,,,,,,Usability,,,,159,human_issue_file,Usability,human_issue_file
sigstore/fulcio,238,https://github.com/sigstore/fulcio/issues/238,2021-11-10 23:51:00+00:00,3,2,question,question,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'question' present,Malformed collection name: 'caPools/certificateAuthorities/certificates',,,,,,,,,Usability,,,,160,human_issue_file,Usability,human_issue_file
sigstore/fulcio,243,https://github.com/sigstore/fulcio/issues/243,2021-11-18 13:51:30+00:00,21,11,enhancement,enhancement,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add support for GitLab tokens,,,,,,,,,Usability,,,,161,human_issue_file,Usability,human_issue_file
sigstore/fulcio,489,https://github.com/sigstore/fulcio/issues/489,2022-03-28 22:46:59+00:00,1,1,enhancement,enhancement,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Fulcio as an intermediate CA,,,,,,,,,Usability,,,,162,human_issue_file,Usability,human_issue_file
sigstore/fulcio,766,https://github.com/sigstore/fulcio/issues/766,2022-08-26 18:26:39+00:00,2,2,"enhancement, ga-blocker",enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Fulcio 1.0,,,,,,,,,Non-usability,,,,163,human_issue_file,Non-usability,human_issue_file
sigstore/fulcio,1087,https://github.com/sigstore/fulcio/issues/1087,2023-03-29 18:29:27+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add support for enterprise-unique GitHub Actions OIDC issuer URL,,,,,,,,,Usability,,,,164,human_issue_file,Usability,human_issue_file
sigstore/fulcio,1132,https://github.com/sigstore/fulcio/issues/1132,2023-04-23 20:26:28+00:00,4,2,enhancement,enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Proposal: Combine the individual OIDC extensions into a single extension,,,,,,,,,Non-usability,,,,165,human_issue_file,Non-usability,human_issue_file
sigstore/fulcio,1178,https://github.com/sigstore/fulcio/issues/1178,2023-05-21 08:38:01+00:00,7,3,enhancement,enhancement,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,AWS KMS documentation Unclear,,,,,,,,,Usability,,,,166,human_issue_file,Usability,human_issue_file
sigstore/fulcio,1235,https://github.com/sigstore/fulcio/issues/1235,2023-06-19 16:28:29+00:00,1,1,question,question,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'question' present,Support for CirleCI,,,,,,,,,Usability,,,,167,human_issue_file,Usability,human_issue_file
sigstore/fulcio,1685,https://github.com/sigstore/fulcio/issues/1685,2024-06-04 21:27:35+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Update to go-jose v4,,,,,,,,,Non-usability,,,,168,human_issue_file,Non-usability,human_issue_file
sigstore/rekor,487,https://github.com/sigstore/rekor/issues/487,2021-11-10 23:08:50+00:00,3,3,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Support UUID --> shard ID parsing,,,,,,,,,Usability,,,,169,human_issue_file,Usability,human_issue_file
sigstore/rekor,648,https://github.com/sigstore/rekor/issues/648,2022-02-01 23:10:45+00:00,1,1,enhancement,enhancement,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Shard rekor once prior to GA,,,,,,,,,Non-usability,,,,170,human_issue_file,Non-usability,human_issue_file
sigstore/rekor,872,https://github.com/sigstore/rekor/issues/872,2022-06-15 21:49:05+00:00,0,0,bug,bug,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,attestations for intoto log entries persisted without payloadHash are not being returned,,,,,,,,,Usability,,,,171,human_issue_file,Usability,human_issue_file
sigstore/rekor,876,https://github.com/sigstore/rekor/issues/876,2022-06-16 13:50:52+00:00,3,2,bug,bug,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,Intoto Indexing Bug: cannot find entry by payloadHash,,,,,,,,,Non-usability,,,,172,human_issue_file,Non-usability,human_issue_file
sigstore/rekor,929,https://github.com/sigstore/rekor/issues/929,2022-07-18 04:31:11+00:00,1,1,question,question,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'question' present,How can rekor prevent a record from a hacker?,,,,,,,,,Usability,,,,173,human_issue_file,Usability,human_issue_file
sigstore/rekor,1026,https://github.com/sigstore/rekor/issues/1026,2022-09-06 15:46:23+00:00,1,1,enhancement,enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add --file-ca (or something flag) for taking in secret from files like Fulcio does.,,,,,,,,,Usability,,,,174,human_issue_file,Usability,human_issue_file
sigstore/rekor,1173,https://github.com/sigstore/rekor/issues/1173,2022-11-03 20:56:09+00:00,1,1,enhancement,enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add public key method to EntryImpl,,,,,,,,,Usability,,,,175,human_issue_file,Usability,human_issue_file
sigstore/rekor,1324,https://github.com/sigstore/rekor/issues/1324,2023-02-03 17:52:24+00:00,4,4,enhancement,enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Support other KMS keys besides GCP,,,,,,,,,Usability,,,,176,human_issue_file,Usability,human_issue_file
sigstore/rekor,1721,https://github.com/sigstore/rekor/issues/1721,2023-09-29 01:10:38+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,add info to readme file to point out other doc files.,,,,,,,,,Usability,,,,177,human_issue_file,Usability,human_issue_file
sigstore/rekor,1812,https://github.com/sigstore/rekor/issues/1812,2023-11-06 21:13:07+00:00,1,1,enhancement,enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Investigate using custom JSON parser,,,,,,,,,Usability,,,,178,human_issue_file,Usability,human_issue_file
sigstore/rekor,1899,https://github.com/sigstore/rekor/issues/1899,2023-12-11 21:38:34+00:00,2,2,question,question,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'question' present,Manual rekor upload with cosign public key,,,,,,,,,Usability,,,,179,human_issue_file,Usability,human_issue_file
sigstore/rekor,2062,https://github.com/sigstore/rekor/issues/2062,2024-03-28 23:46:16+00:00,17,4,"enhancement, rekor-v2",enhancement,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Checkpoint spec compliance: Incorrect key ID for non-ECDSA keys ,,,,,,,,,Usability,,,,180,human_issue_file,Usability,human_issue_file
