repo,L1_Theme,__source_file__,l1_theme_raw,l1_theme_canonical,l1_theme_secondary_group
hashicorp/vault,"Configuration friction, User confusion / unclear documentation, Missing feature / enhancement request, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Authentication friction",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Authentication friction",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Authentication friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Authentication friction",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,Missing feature / enhancement request,hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Notification/Logging /Web UI Issues, Missing feature / enhancement request",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Notification/Logging /Web UI Issues, Missing feature / enhancement request",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Notification/Logging /Web UI Issues, Missing feature / enhancement request",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,Missing feature / enhancement request,hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Unexpected behavior",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Notification/Logging /Web UI Issues, Configuration friction",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Notification/Logging /Web UI Issues, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,Unexpected behavior,hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Build/CI/installation/distribution release issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Integration failure/issues, User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Integration failure/issues, User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Integration failure/issues, User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Notification/Logging /Web UI Issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Notification/Logging /Web UI Issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,Missing feature / enhancement request,hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Performance issue, Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Performance issue, Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Performance issue, Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Tedious Workflows",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,Performance issue,hashicorp__vault___non-human.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Authentication friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Authentication friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Unexpected behavior, Authentication friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns",hashicorp__vault___non-human.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, Authentication friction",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Authentication friction",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues, Authentication friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues, Authentication friction",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues, Authentication friction",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Integration failure/issues, Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Integration failure/issues, Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Integration failure/issues, Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,Missing feature / enhancement request,hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows, Security concerns",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows, Security concerns",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows, Security concerns",hashicorp__vault___non-human.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Configuration friction",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Configuration friction",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Authentication friction, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Configuration friction, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Configuration friction, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Unexpected behavior, Configuration friction, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Build/CI/installation/distribution release issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Build/CI/installation/distribution release issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Build/CI/installation/distribution release issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Authentication friction, Configuration friction, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Authentication friction, Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"User confusion / unclear documentation, Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"User confusion / unclear documentation, Unexpected behavior",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
